Vardas                Pavarde                    ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
Vardas3820            Pavarde3820                  3       8       4       2       9       1       6       2       3       5       8       7       5      10       2       6
Vardas3821            Pavarde3821                  5       4       2       2       7       1       8       2       8       3       5       3       8       9       2      10
Vardas3822            Pavarde3822                  5       8       8       3      10       7       4       7       8       6       7       8       1       4       7       1
Vardas3823            Pavarde3823                 10       1       8       7       4      10       2       6       6       4       8       6       7       1      10       4
Vardas3824            Pavarde3824                  2       5       5       7       9       9       2       9       6      10       7       5       5      10       2       1
Vardas3825            Pavarde3825                  7       4       9       5       9       9       1       7       8       4       3       1       1       5       7       7
Vardas3826            Pavarde3826                  1       1       4       2       3       1       5       3       6       3       2       1       2      10       1       7
Vardas3827            Pavarde3827                  3       6       2       2       5      10       8       9       7       2       3       3       8       3       5       4
Vardas3828            Pavarde3828                  7       6       5       7       7       3       4       5       9       8       1       9       5       5       3       4
Vardas3829            Pavarde3829                  8       1       6       8       8       4       9       5      10      10       8       8       2       1      10       3
Vardas3830            Pavarde3830                  8       3       2       4       3       8       9       4       4       4       3      10       8       6       5       5
Vardas3831            Pavarde3831                  3       8       1       6       2       6       7       4       7       8       5       7       8       7      10      10
Vardas3832            Pavarde3832                 10       6      10       1       6       5       2       7       5       8       6      10       6       3       7      10
Vardas3833            Pavarde3833                  5       1       4      10      10       1       2      10       1       4       9       9      10       3       7       5
Vardas3834            Pavarde3834                  1       3      10       2       7       8       2       2       6       5       2       7       6       1       2       2
Vardas3835            Pavarde3835                 10       1       6       4       1       3       9       7       3       6       5       1       6       3       5       4
Vardas3836            Pavarde3836                  4       1       4       9       3       5       1       1       1       5       6       2       8       2       1       7
Vardas3837            Pavarde3837                  4      10       4       4       9       7       9       3       6       3       3       6       8       7       1       4
Vardas3838            Pavarde3838                  6       3       7       5       2      10       6       3      10       5       4      10       6       5       8      10
Vardas3839            Pavarde3839                  2       7       2       5       6       3       7       9       4       4       2       8       5      10       6       4
Vardas3840            Pavarde3840                  9       1       7       6       5       8      10       4       8      10       5       6       7       4       6       7
Vardas3841            Pavarde3841                  5       8       6       8       9       9       2       4       8      10       8       9       8       8       3       6
Vardas3842            Pavarde3842                  1       4      10       8       1       3       8       5       2       2       4       7       7       6       1       5
Vardas3843            Pavarde3843                  6       5       5       1       5       3       2       8       8       5       6      10      10       5       5       9
Vardas3844            Pavarde3844                  9       4       3       2       2       8       7       7       2       7       4       9       6       4       8       8
Vardas3845            Pavarde3845                  7       2       7       8       5       7       2       9       6       8       3       5       3       5       6       1
Vardas3846            Pavarde3846                  8       9       3       7       1       6       9       8       4       7       1       2       8       4       5       2
Vardas3847            Pavarde3847                  5       8       5       8      10       1       5       4       1       3       3       5       8       7       7       5
Vardas3848            Pavarde3848                  6       4       9       4      10       5       6      10       3       7       8      10       3       5      10       1
Vardas3849            Pavarde3849                  1       4       8       6       6       2       5       6       8       6       4       3       4       2       6       4
Vardas3850            Pavarde3850                 10       3      10       3      10      10      10       5       1       9       3       7      10      10       8       4
Vardas3851            Pavarde3851                  9       2       9       5       7       1       3       6       1       1       7       1       2       9       5       2
Vardas3852            Pavarde3852                  5      10       9       3       9      10       4       4       6       2       5       1       7       5      10       2
Vardas3853            Pavarde3853                  6       9       3       5       6      10       7       5       9       4       8       1       2       5       5       3
Vardas3854            Pavarde3854                  4       4       4       9       5      10       5       8       7      10       9       3       9       6       1       3
Vardas3855            Pavarde3855                  5       9      10      10       5      10       2       1       6       1       4       7       1       5       5       5
Vardas3856            Pavarde3856                  7      10       2      10       4       4       4       3       5       6       1       5       8      10      10       3
Vardas3857            Pavarde3857                  3       7       8       6       9       3       8       9      10       6      10      10       9       8       1       7
Vardas3858            Pavarde3858                  4      10       6      10       7       2       5      10       2       1       9       4       7       5       8       7
Vardas3859            Pavarde3859                 10       7       7       5       2       4       9       4       3       5       4       5      10       6       6       5
Vardas3860            Pavarde3860                  1       8       6       7       3       6       1       8       9       6       6       9       4       2       3       4
Vardas3861            Pavarde3861                  9       8       9       6       8       4       1       2       4       5       7       9       1       2       9       1
Vardas3862            Pavarde3862                  9       4       2       3       8       6       9       4       4       2       4       4       4       5       5       1
Vardas3863            Pavarde3863                  3       2       5       7       3       3       8       3      10       6      10       5       7       5       7       7
Vardas3864            Pavarde3864                 10       9       6       5       5       2       6       9       5       8       7      10       3       5       7       2
Vardas3865            Pavarde3865                 10       3      10      10       1       5       2       5       4      10       2      10       3       2       6       9
Vardas3866            Pavarde3866                  5       9       9       7       3      10       2       9       1       7       2      10       7       6       1       4
Vardas3867            Pavarde3867                  3       1      10       9       7      10       1       4      10       2       4       3      10       6       4       8
Vardas3868            Pavarde3868                 10       6      10       3       4       4       3      10       5       9       7       3       6       5       3       2
Vardas3869            Pavarde3869                  9       4       5       1       6       5       6       3       8       6       1       5       1       2       8       7
Vardas3870            Pavarde3870                  7       9       3       1       9       5       1       9       8      10       3       9       9       5       6      10
Vardas3871            Pavarde3871                  6       2       8       2       7       3      10       1       9       8       9       4       1       7       8       9
Vardas3872            Pavarde3872                  3       6       9       7       3       4       7       4      10       7       8       7       2      10      10       6
Vardas3873            Pavarde3873                  1       8      10       3       2      10       1       9       6       7       6       6       6       2       7      10
Vardas3874            Pavarde3874                  3       7       5       3       6       4      10      10       2       1       1       6       5       4       3       6
Vardas3875            Pavarde3875                  5       9       9       3       7       8       4       7       9       1       7       5       8       8       5       2
Vardas3876            Pavarde3876                  8       9       7       8       9       8       6       2      10       5       1       3       9       1       6       8
Vardas3877            Pavarde3877                  3      10       2      10       4      10       2      10       6       3       5       3       9       9       5       2
Vardas3878            Pavarde3878                  4       1       3      10      10       4       7       6       3       3      10       2       9       6       2       1
Vardas3879            Pavarde3879                  7       8       8       7       1       5       6       8       3       1       3       5       1       5       7       4
Vardas3880            Pavarde3880                 10       6       6       4       8       5       7       8       6       4       3       3       9       1      10       9
Vardas3881            Pavarde3881                  9       1       2       1       7       1       9       6       9       8       1       7       6       2       5       5
Vardas3882            Pavarde3882                  2       5      10       6       5       2       5       3       2       2       4      10       5       1       2       5
Vardas3883            Pavarde3883                  3       7       7       9       1       5       7       6       8       8       7       7       1       8       5       4
Vardas3884            Pavarde3884                  8       1       4       6       6      10       3       7       3       7       5       7       7       2       4       8
Vardas3885            Pavarde3885                  2       6       6       2       8       2       2       7       7       2       5       6       5       5       9       2
Vardas3886            Pavarde3886                  6       7       5       4       7       1       7       4       4       9      10       7       8       8       8      10
Vardas3887            Pavarde3887                  2       3       2       2       2       2       8       8       7       6       2       1       2       5       8       6
Vardas3888            Pavarde3888                 10       6       9       7       1       9       6       6      10       4       3       5       5       6       7       4
Vardas3889            Pavarde3889                  8       5       1       1       2       2       9       9       1       8       8       3       8      10      10       4
Vardas3890            Pavarde3890                  8       7       6       7       8       2       7       4       2      10       3       3       9       8       9       4
Vardas3891            Pavarde3891                  9       8       3       6       4       6       8       6       4       7       3       2       8       5       2       3
Vardas3892            Pavarde3892                 10       9       1       8      10       5       2       5       1       7       6       8       3       4       5       8
Vardas3893            Pavarde3893                  7       7       2      10       7       1       9       2       8      10      10       6       7       1       5       9
Vardas3894            Pavarde3894                 10       3       8       9       4       8       9       3       6       1       8       1       5       9       9       1
Vardas3895            Pavarde3895                  7       8       6       4       3       8      10       6       7       9       9       2       4       1       7       3
Vardas3896            Pavarde3896                  9       9       4       1       6       5       5       3       2       4       8       9      10       2      10       4
Vardas3897            Pavarde3897                  7       8       6       6       5       6       5      10       4       1       7       9       6      10       4       3
Vardas3898            Pavarde3898                  9       1       2      10       1       5       8       5      10       1       2       9       6       8       2       7
Vardas3899            Pavarde3899                  1       8       1       7      10       9       1       9       7       5       8       1       9       7       4       3
Vardas3900            Pavarde3900                  7       3       5       7       9       9       2       1       8       7       4       7      10      10       1       4
Vardas3901            Pavarde3901                  7       1       4       8       1       1       8       8       4       6       8       3       3       1       2       1
Vardas3902            Pavarde3902                  1       7       9       9       9       7       4       5       1       5       5       8       9       3       7       6
Vardas3903            Pavarde3903                  4       9       9       3       5       5       9       5      10       9       1       4       1       1       5       7
Vardas3904            Pavarde3904                 10       5       1       4       6       5       4       7      10       2       9       6       7       6       9       4
Vardas3905            Pavarde3905                  9       8       7       1       7       9       3       4      10       7       5       8       7       3       3       1
Vardas3906            Pavarde3906                 10       2       4       4       4       7       2       2       6       5       2       6       6       6       7       4
Vardas3907            Pavarde3907                 10       2       2       5       4       2       3       5       8       9       9       5       1       3       6       6
Vardas3908            Pavarde3908                  5       5       3       2       8      10       9       6       1       8       3       1       5       7       7       2
Vardas3909            Pavarde3909                  4       4       4       3       7       8      10       4       3       8       7       3      10       1       7       5
Vardas3910            Pavarde3910                  6       8      10       2       8       5       9       3       5       4       2       7       6       8      10       4
Vardas3911            Pavarde3911                  7      10       7       8       8       2       8       1       9       2       5       1       7       6       1       6
Vardas3912            Pavarde3912                  7       5       6       6       3       4       9       7       6      10       3      10       5       2       5      10
Vardas3913            Pavarde3913                  9       8       7       4       4       7       9       8      10       3       4       8      10       6      10      10
Vardas3914            Pavarde3914                  8       3       3       9       6       9       2       1       3       2       1       3       8       5       8       6
Vardas3915            Pavarde3915                  9       3       4       9       2       6       9       1       2       1       8       5       9       7       9       7
Vardas3916            Pavarde3916                  1       4       6       3       3       2       5       9       3       3      10       9       8       8      10       7
Vardas3917            Pavarde3917                  5       6       6       6       3      10       2      10       8       6       1       9       3       4       9       6
Vardas3918            Pavarde3918                  3       8       5       4       5       1       3       5       2       5       5       2       8       7       7       6
Vardas3919            Pavarde3919                  2       2       9       3       5       1       4       8      10       3       2       2      10       5       5       6
Vardas3920            Pavarde3920                  4       5      10       1       9       5       6       5       4       1       5       4       9       5       8       2
Vardas3921            Pavarde3921                  9       3       2       1       1       8       1       8       6      10       3       1       3       1       5       3
Vardas3922            Pavarde3922                  6       9       2       5       7       9      10       2       6       6       6       2       4       6       4       5
Vardas3923            Pavarde3923                  6       9       9       5      10       1       2       4       5       5       6       6       8       1       4       4
Vardas3924            Pavarde3924                  4       9      10      10      10       7       5       2       6      10       9       3       7       6       8       6
Vardas3925            Pavarde3925                  6       7       5       3       2       1       9       4       3       2       8      10       7       5       3       6
Vardas3926            Pavarde3926                  2       4       7       5       1       4      10       9       2       3      10       9       7       4       1       3
Vardas3927            Pavarde3927                  8       8       2       2      10       6       3      10       8      10       6       7       6       6       7      10
Vardas3928            Pavarde3928                  2       7       9       8       9       6      10       7       6       4       3       4       5       5       5       4
Vardas3929            Pavarde3929                  2       6       2       7       7       9       4       3       1       2      10       3       1       1       7       6
Vardas3930            Pavarde3930                 10       5       4       3       9       2       5       3       5       3       1       9       3       8       1       4
Vardas3931            Pavarde3931                  1       2       7       5       7       9       9       3       6       1       3       9       3       6       8       6
Vardas3932            Pavarde3932                  7       1       9       9       2       9       8       7       9       1       7       8       6       3       8       9
Vardas3933            Pavarde3933                  4       2       3       4       4       2       9       7       4       3       3       5      10       4       4       4
Vardas3934            Pavarde3934                 10       1       2       9       3       4      10       4       7       7       8       7       2       2      10       1
Vardas3935            Pavarde3935                  4       6      10       1       7       8       2       6      10       9       7       5       7       3       6       7
Vardas3936            Pavarde3936                  6       3       4       8       2       1       7       3       5       1       7       6       5       9       7       4
Vardas3937            Pavarde3937                  2       3       1       9       2       6       1       5       9       8       3       1      10       3       3       2
Vardas3938            Pavarde3938                  8       9       7       1       3       8       8       8       4       4       8       7       4      10       6       4
Vardas3939            Pavarde3939                  6       7       6       6      10       5       1       8       7       2       2       8       8       6       2      10
Vardas3940            Pavarde3940                  5       5       9       3       6       5      10       8       6       2       6       1       9       1       7       2
Vardas3941            Pavarde3941                  6       5       5       5      10       2       9       9       1      10      10       5       3       9       7       7
Vardas3942            Pavarde3942                  8       9       7       3       6       2       6       2       1       7       7       4       3       2       4       8
Vardas3943            Pavarde3943                  4       3       2       2       2       6       6      10       7       4       4       5       4       2       2       6
Vardas3944            Pavarde3944                 10       2       9       2       1      10       9       2       7       9       2       3      10       5       8       9
Vardas3945            Pavarde3945                  6       5       1       4       7       3       3       8       5       8       1       4       8       7       8       8
Vardas3946            Pavarde3946                  8       1      10       3      10       3       7       2      10       2       4       4       9       4       5       1
Vardas3947            Pavarde3947                  2       1       5       7       8       4       7       2       8      10       6       8       8       4      10       8
Vardas3948            Pavarde3948                  2       3       5       9       4       1       2       7       7       2       9       5       8       3       5       1
Vardas3949            Pavarde3949                 10       9       2       3       3       6       4       1      10       3       1       5       2       2       4       4
Vardas3950            Pavarde3950                  5       9       2       3       3      10      10      10       5       2       1       7      10       3       8       8
Vardas3951            Pavarde3951                 10       3       9       4       3      10      10       1      10       4       3       3       7       5       2      10
Vardas3952            Pavarde3952                  9       5       4       2       2       7       6       4       5       9       4       1      10       6       2       9
Vardas3953            Pavarde3953                  4       2       9       1       6       8       7       9       3       9       4       6       2       1      10       2
Vardas3954            Pavarde3954                  9       4       9       1      10       9       4       4      10      10       9       8       2      10       9      10
Vardas3955            Pavarde3955                  9       9       9       9       3       4       5       6       1       5       4      10       2       6      10       5
Vardas3956            Pavarde3956                  5       4       7       9       2       1       9       3       1       4       8       6       2       8       8       7
Vardas3957            Pavarde3957                  6      10       7       5       9       3       5       1       9       4       8       1       6       7       3       9
Vardas3958            Pavarde3958                  4       4       1       4      10       2       6       5      10       1       5       6       2       9       5       3
Vardas3959            Pavarde3959                  6      10       6       5       3      10       2       7       9       5       6       4       4       2       4      10
Vardas3960            Pavarde3960                  4       6       8       4       8       2       9       7       4       7       3       7       3       8       4       8
Vardas3961            Pavarde3961                  7       2       4       1       8       4       1       6       8       2       6       3       6       8       8       5
Vardas3962            Pavarde3962                  2       5       6       4       8       4       1       6       1       3       1       7      10       1       1       1
Vardas3963            Pavarde3963                  1       3       7      10      10       3       4      10       8       1       3       1       5       8       4       8
Vardas3964            Pavarde3964                  4       9      10       8       4       7      10       7       2       5       3       9       3       5       6       9
Vardas3965            Pavarde3965                  4       8       8       5       8       6      10       6       5       5       3       1      10       8       8       5
Vardas3966            Pavarde3966                  2       8      10       3       8       9       9       8       6       9       6       8       1       9       1      10
Vardas3967            Pavarde3967                  9       2       1       7       7       9       7       8       2       6       4       1       1       2       4       5
Vardas3968            Pavarde3968                  5      10       6       1       8       8       1      10       8       9       9       3       3       2       7       1
Vardas3969            Pavarde3969                  4      10       2       6      10       2       9      10       9       3       5       3       5       4       3       8
Vardas3970            Pavarde3970                 10       3       2       7       3       3      10       4       6       7       3       7       4       4       4       6
Vardas3971            Pavarde3971                  2      10       1       6       7       2      10       1       8       7       1       9       8       3       4       2
Vardas3972            Pavarde3972                  9       9      10       3       8       7       4       6       7       1       4       6       4       3       7       7
Vardas3973            Pavarde3973                  3       9       9       7       6       3      10       8       6       6       3       2       6       6       7       7
Vardas3974            Pavarde3974                  9       9       1       4       9       8       8       6      10       4       8      10       8       5       1       2
Vardas3975            Pavarde3975                  9       8       5       9       8       1       5       7       2       1       7       6       9      10       4       3
Vardas3976            Pavarde3976                 10       4       6       5       7       2       2       8       8       2       6       8       4       7       2       6
Vardas3977            Pavarde3977                  8       9       5       1       9       2       9       2      10       4       9       6       1       5       8       8
Vardas3978            Pavarde3978                  6       5       5       5      10       2       2       7       8      10       1       5       2       1       7       7
Vardas3979            Pavarde3979                  7       3       4       1       9       2       3       8       2       5       8       3       1       3       1       4
Vardas3980            Pavarde3980                  8       3       3       6       2       9       1       9       5       5       2       4       1       4       8       8
Vardas3981            Pavarde3981                 10       5       9       8      10       9       3       6       9       9       5       9       3       6       8       4
Vardas3982            Pavarde3982                  5       7       7       2       2       8       1       1       9       6       6       8       4       5       9       4
Vardas3983            Pavarde3983                  7       6       7       6       5       5      10       3       6       6       1       9       9       1       8       8
Vardas3984            Pavarde3984                  8       2       6       2       9       8       9       5       3       1       9      10       9       1       3       2
Vardas3985            Pavarde3985                  3       3       7       5       1       6       1      10       9       5       6       5       9       4       1      10
Vardas3986            Pavarde3986                 10       2       5       3       4       8       2       7       7       7       8       1       6       9       4       5
Vardas3987            Pavarde3987                  6       7       6       1       4       4       9      10      10       4       5       9       8       2       8       7
Vardas3988            Pavarde3988                  3       3       9       6       6       9       1       7       3       2       5       9       1       1       3       9
Vardas3989            Pavarde3989                 10       6      10       6       4       8       6       2       4       1      10       8       9       7       9       3
Vardas3990            Pavarde3990                  3       1      10       6       4       3       8       3       3       6       8       6       5       9       3       8
Vardas3991            Pavarde3991                  9       6       7       1      10       4       6       5       4       4      10       5       2       6       5       4
Vardas3992            Pavarde3992                  9      10       4       3       4       2       2       8      10       4       9       4       9       6       6      10
Vardas3993            Pavarde3993                  7       2       8       1       2       2       4       6      10       6       6      10       9       1       4       8
Vardas3994            Pavarde3994                  2       4      10       1       9       4       8       7       5      10       3      10       5       9       3       2
Vardas3995            Pavarde3995                 10       9       5       4       2       7       6       5       4       7      10       3       7       4       1       8
Vardas3996            Pavarde3996                  8       8      10       1       5       5       1      10       2       8       7       1       9       2      10       3
Vardas3997            Pavarde3997                  5       5       5       3       3      10       2       7       5       6       5       5       6       7       1       1
Vardas3998            Pavarde3998                  7       9      10       5       9       5       3       5       2       7       4       7       9      10       8      10
Vardas3999            Pavarde3999                  6       2       7       3       6      10       5       1       4       9      10       8       9       6       5       8
Vardas4000            Pavarde4000                  8       2       9      10       2      10       8       1       1       7       8      10       2       6       4       6
Vardas4001            Pavarde4001                  7       6       4       1       5       4       3       3       4       1       7       2       7       4       7      10
Vardas4002            Pavarde4002                  7       8       4       6       6       2       1       8      10       1      10       5       9       3       9       9
Vardas4003            Pavarde4003                  8       1       8       1       9       4       7       8       9       7       3       9       2       5       9       5
Vardas4004            Pavarde4004                  9       1       6       2       6       9       7       8       2       9       9       9       1       2       2       7
Vardas4005            Pavarde4005                  5       2       6       6       2       9       3       8      10       4       8       6       4       1       8       8
Vardas4006            Pavarde4006                  2       7       9       8       3       5       9       3       2       1       9       2       1       5       6       2
Vardas4007            Pavarde4007                  5       8       2       1       8       3       5       9       1       4       5       9       4       3      10       4
Vardas4008            Pavarde4008                  8       1       9       1       5       5       4       6       8       8       9       5       8       5       7       9
Vardas4009            Pavarde4009                  2       4       2       9       3       7       3       9       7       8      10       5       1      10       2       1
Vardas4010            Pavarde4010                  9       9       2       9       8       2       9       6       7       3       5       2      10       2       8      10
Vardas4011            Pavarde4011                  9       8       4       5       1       1       1       5      10       9      10       2       6       6       5       3
Vardas4012            Pavarde4012                  6       5       8       7       8       8       9       6       8       8       8       4       6       8       1       9
Vardas4013            Pavarde4013                  7       8       3       6       6       2      10      10      10       6      10       8       9      10       1       8
Vardas4014            Pavarde4014                  6       3       8       5       9       6       4       5       4       8      10       6       5       9       3       3
Vardas4015            Pavarde4015                  6      10       1       8       1       7       6       2       2       4       8       4       3       7       6       1
Vardas4016            Pavarde4016                  5       9       1       7      10       2       8       7       9       5      10       1       7       7       3       1
Vardas4017            Pavarde4017                  1      10       4       8       4       7       3       9       7       3       1       2       7       4       6       7
Vardas4018            Pavarde4018                  7       6       2       3       1       3      10       6       4       9       5       9       4       7       2       2
Vardas4019            Pavarde4019                  3       7       5       9       2       6       9       8       7       1       2       8       7       4       7       7
Vardas4020            Pavarde4020                  1       2       9       3       6       3       9       9       5       1       3       6       1       1       3      10
Vardas4021            Pavarde4021                  8       8       1       1       3       1       1       1       3       2       1       3       4      10       3       2
Vardas4022            Pavarde4022                  8       5       1       7       4       5       5       4       7       8       1       3       3       4       2       6
Vardas4023            Pavarde4023                  1       7       4       8       8      10       2       7       6       9       3      10       2       1       2       3
Vardas4024            Pavarde4024                  4       8       5       5       6       3       3       8       3       5       4       7       6       5      10       1
Vardas4025            Pavarde4025                  2       7       6       9       9       6       2       3       7       2       1       6       1       7       1       6
Vardas4026            Pavarde4026                  6       6      10       9       7       1       5      10       2      10       3       7       4       8       2       1
Vardas4027            Pavarde4027                  3      10       1       2       8       4       6      10       9       2       8       2       7       3       6       6
Vardas4028            Pavarde4028                  4       7       4       8       3       6       2       6       6      10      10       9       2       8       8       6
Vardas4029            Pavarde4029                  2       6       3       7       9       2       3       2       6       5       5       6       2       9      10       8
Vardas4030            Pavarde4030                  5       5       5      10       5       6       2       4       2       6       4       2       6       6       6       1
Vardas4031            Pavarde4031                  2       9       4       8       1       2       7       4       3       4       5       1       7       5       8       4
Vardas4032            Pavarde4032                  1      10       7       2       1       7       8       5       4       1       9       4      10       4       8       3
Vardas4033            Pavarde4033                  1       3       5       2       9       6       7       8       1       3      10       1       4       3       9       5
Vardas4034            Pavarde4034                  8       2       6       1      10       4       1       2       8       5       2       6      10       9       9       4
Vardas4035            Pavarde4035                  7      10       5       7       8       2       3       1       6       6       9       9       2       3      10       7
Vardas4036            Pavarde4036                  1       8       3       2       1       6       7       8       5      10      10       8      10       5       4       9
Vardas4037            Pavarde4037                  8       1       6      10       4       8       7       7       5       5       5       6       6       7       5       1
Vardas4038            Pavarde4038                 10       3       8       3       1       9       6       2       9       5       7       4       2       8       1       3
Vardas4039            Pavarde4039                  7       3       7       8       6       4       5       6       5       4       7       2       1       2       4       5
Vardas4040            Pavarde4040                  7      10       2       2       2       8      10       3       2       1      10       4       8       1       3       3
Vardas4041            Pavarde4041                  4       7       3      10       7       2       9       4       5       1       5       4      10       6       4       7
Vardas4042            Pavarde4042                  6       2       9       5       7       3       6       9      10       4       5       2      10       1       9      10
Vardas4043            Pavarde4043                  5       2       4       6       4       6       5       3       6       7       2       2       2       1      10       5
Vardas4044            Pavarde4044                  6       2      10       3       9       2       6       6       5       1       5       8       2       8       1       3
Vardas4045            Pavarde4045                  8       5       5       1       5      10       7       9       3      10       4      10      10      10       6       9
Vardas4046            Pavarde4046                  1       3       4       5       9       7      10       3       2       5       2       7       6       7       4       7
Vardas4047            Pavarde4047                  3       9       5       1       5       9       6       7       9       2       6       9      10       3       4       2
Vardas4048            Pavarde4048                  2       7       7       3       5       1       2       1      10       3       6       2       9       4       4      10
Vardas4049            Pavarde4049                  2       2       3       5      10       8       4       9       4      10       2       3      10       6       2       6
Vardas4050            Pavarde4050                  4       4       5       1       2       3       1       9       7       4       5       4       2       3      10       5
Vardas4051            Pavarde4051                  4       3       8       5       4       8       4       9       3       4       2      10       4       3       4       1
Vardas4052            Pavarde4052                  6       9       5       8       3       6       2       1       4       8       1       6       4       6       6       6
Vardas4053            Pavarde4053                 10       4       6       3       8       8       7       8       5       3       7       6       4       1       7       8
Vardas4054            Pavarde4054                  5       6       9       3       9      10       4       8       1       6      10       1       1       2       4      10
Vardas4055            Pavarde4055                 10       1       3       4       3       4      10       5      10       8       5       7       8       3       4       2
Vardas4056            Pavarde4056                  4      10      10       4       8       5       2       5       9       4       4       3       4       3       7       3
Vardas4057            Pavarde4057                  4       7       5       5       9       1       5       6       9       4       7       6       4       1      10       1
Vardas4058            Pavarde4058                  7       1       8       1       1       4       1       7       1       1       6       5       6       9       8       6
Vardas4059            Pavarde4059                  1       5       7       8       6       6       9       6       9       5       6       9       6      10       6       9
Vardas4060            Pavarde4060                  3       2       5       7       9       2       4       3       1       5       3       2       4       1       9       7
Vardas4061            Pavarde4061                  5       6       4       6       2      10       1       7       5       4       1       7       7      10       2       4
Vardas4062            Pavarde4062                  5       5       5       5      10       2       8       3       8       3       4       7       9       4       1       6
Vardas4063            Pavarde4063                  3       2      10       9       5       9       8       9       9       7      10       8       6       3       2       2
Vardas4064            Pavarde4064                 10       5       8      10       6       9      10       9       4       8       4       5       5       8       3       9
Vardas4065            Pavarde4065                  5      10       8       4       3       8       6       9       9       5      10       6       3       1       9       2
Vardas4066            Pavarde4066                  1       5       8       3       4       6       6       5       2       1       6       8       2       8      10       7
Vardas4067            Pavarde4067                  7      10       1       2       6       9       4       4       6       9       8       9       6       2       5       6
Vardas4068            Pavarde4068                  2       7       2       6       8       9       5       2       3       6       4       5      10       1       2       2
Vardas4069            Pavarde4069                  9       9      10       4       9       7       9       5       3       7       1       5       9       1      10       9
Vardas4070            Pavarde4070                  4       2       4       4       4       8      10      10       2       7       4       5       7       3       4       9
Vardas4071            Pavarde4071                  6       2       2       8       9       5       1       9       2       4       5       4       6      10       4       8
Vardas4072            Pavarde4072                  4      10       4       3       4       4       6      10       7       9       2       2       1      10       9       1
Vardas4073            Pavarde4073                  4       8      10       1       5       2       5       8       9       4      10       4       1       4       5       3
Vardas4074            Pavarde4074                  9       2       9       1       7       4       8       6       2       3       5       8       5      10       4       8
Vardas4075            Pavarde4075                  4       9       1       6       5       4       9       8       4       3       4       7       8      10       9       5
Vardas4076            Pavarde4076                  3       1       1      10       3       3       9       2       3      10       5       5       9       9       3       2
Vardas4077            Pavarde4077                  1      10       6       6       4      10       8       4       5      10       3       1      10       2       2       9
Vardas4078            Pavarde4078                  1       9       4       9       9      10       1       8       1       8       5       4       6       7       8       6
