Vardas                Pavarde                    ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9    ND10    ND11    ND12    ND13    ND14    ND15    Egz.
Vardas604             Pavarde604                   7       3       6       6       5       8       2      10       9       4       7       9       2       6       1       8
Vardas605             Pavarde605                   9       6       1       2       9       6       8       1       9       1       6       3       4       9       6       2
Vardas606             Pavarde606                   6       1       1       5       9       6       8       3       2       1       3       1       8       2       9       5
Vardas607             Pavarde607                   6      10       1       3       6       4      10       4       3       3       4       6       4       2       7       6
Vardas608             Pavarde608                   5      10       6       9       7       4       8       5       8       6       3       1      10       2       7       2
Vardas609             Pavarde609                   6       2       8       6       5       6      10       8       3       4       1       2       9       9      10       6
Vardas610             Pavarde610                  10       4       8       3       1       8       8       5       3       3       1       3       5      10       7       8
Vardas611             Pavarde611                   8       5       9      10       7       3       9       2       3       9       7      10       7       8       8       5
Vardas612             Pavarde612                   3       4       6      10       9       5      10       2       5       1      10       1       1       6      10       9
Vardas613             Pavarde613                   7       1       6       5       7       8       6       1       4       5       6       6       1       9      10       8
Vardas614             Pavarde614                   5       1       3       8       2       1      10       4       6       5       6       8      10       1      10       4
Vardas615             Pavarde615                   7       2       7       3       9       7      10       7      10       8       4       8       3       3       8       4
Vardas616             Pavarde616                  10      10       9       2       2      10       4       2      10       7       3       8       8       5       9       1
Vardas617             Pavarde617                   1      10       1       6       6      10      10       9       7       1       9       9       5       5       4       7
Vardas618             Pavarde618                   2       7       5       8       8      10       5       5       5       5       7       6       2       9       6       2
Vardas619             Pavarde619                   8       7       6       8       1       3       4       3       9       1       9       7       7       2       8       5
Vardas620             Pavarde620                   6       4       6      10       9       1       7       6       1       3       8      10       3       2       3       8
Vardas621             Pavarde621                   9       3       4      10       1       3       2       6       4       8       1       7      10       9       2       3
Vardas622             Pavarde622                   7       1       5       9      10       7       8       2       5       1       8       9       6       4       4       1
Vardas623             Pavarde623                  10       6       2       3       1       3       2       9       3       7       7       5       9      10       4      10
Vardas624             Pavarde624                   2       6       9       6       6       4      10       5       6       2       5       1       9       5       5       4
Vardas625             Pavarde625                   5       3       7       6       8       2       6       8       9       4       6       9       7       5       4       6
Vardas626             Pavarde626                   8      10       2       5       7       5       4       6       3       7       8       2       1       4       3       5
Vardas627             Pavarde627                  10       6       8       9       9       6       4       5       7       4      10       5       7       5       8       5
Vardas628             Pavarde628                   2       5       4       4       8       7       3       6       9       9       2       8       6       9       6       3
Vardas629             Pavarde629                   9       2       4       1       1       5       1      10      10       8      10       2       3       6       1       3
Vardas630             Pavarde630                   6       5       2       5       2       4       7       8       5       5       2       1       9       7       4       8
Vardas631             Pavarde631                   3       3       6       2       9       8       5       6       1       3       7       9       6       6      10       2
Vardas632             Pavarde632                   5       3       9       1       7       2       6       7       7      10       4       4       4       9       2      10
Vardas633             Pavarde633                   2       4       9      10       6       2       1       8       6       8       9       8       7       6       5       1
Vardas634             Pavarde634                   4       1       3       8       5       7       4       5       2       4       4       8       6       7       8      10
Vardas635             Pavarde635                   5       2       6       2       5       8       2       1       8       2       4       1       5       1       6      10
Vardas636             Pavarde636                   8       4       1       9       4       6       1       8       7       4       8       8       2       1       3       2
Vardas637             Pavarde637                   8       4       6       9       1       3       4      10       5       3       3       9       1      10       7       7
Vardas638             Pavarde638                   6       9       9       9       7      10       9       7       1       4       5       7       3       6       5       2
Vardas639             Pavarde639                   3      10       6       6       2       3       1       5       7       7      10       4       2       8       6       7
Vardas640             Pavarde640                   2       7       7      10       6       6      10       8       6       2      10       9       7       5       8       5
Vardas641             Pavarde641                   4       4       6       4       1       7       7      10       7       6      10       8       3       1       7       1
Vardas642             Pavarde642                  10       4       6       5       6       8       2       7       1       4       5       9       3       9       8       3
Vardas643             Pavarde643                   9       9       5       1       1       7       2       7       6       3       5      10       2       5       5       4
Vardas644             Pavarde644                   4       8       7       5       9       9       1       1       9      10       2       4       1       1       7       2
Vardas645             Pavarde645                   8       1       6       2       7       6       4       3       9       9       8       5       5       2       8       5
Vardas646             Pavarde646                   8       4       5      10       8       9       6       2       7       5       2       7       1       2       3       7
Vardas647             Pavarde647                   1       5       3      10       5       9       5       1       3       2      10       2      10       6       1       8
Vardas648             Pavarde648                   7       3       5       6       1       7       8       7       5       8       7       7       2       7       3       8
Vardas649             Pavarde649                   9       5       9       3       6       3       3       9       4       9       3       6       9       6       7       5
Vardas650             Pavarde650                   3       8       4       1       5       3      10       8       9       8       8       2       8       1       3       7
Vardas651             Pavarde651                   2       3       9       8       7       9       3      10       1       3       7       5       1       6       8       3
Vardas652             Pavarde652                   5       5       6       6       9       9       1       3      10       7       8       5       3       7       1      10
Vardas653             Pavarde653                   9       9       9       9       6       5       5       1       7       9       9       6       7       4       2       7
Vardas654             Pavarde654                   6       3       4       9       5       3       5       7      10       8       6       6       7       2       5       7
Vardas655             Pavarde655                  10       3       4       8       5       8       1       5       9       8       5       7       8       1       7       2
Vardas656             Pavarde656                   8       7      10       8      10       7       7       3       5       4       4       9       6      10       7       4
Vardas657             Pavarde657                   2       7       3       8       9       4       1       5       5       4       7       8       9       4       6       7
Vardas658             Pavarde658                   6       6       6       3       5       5       9       4       5       7       2       4       1      10       5       7
Vardas659             Pavarde659                  10       4       1       4       7       1       8       8       5       7       7       3       7       9       5       3
Vardas660             Pavarde660                   6       6       4       2       2       9       6       8       9       4       8       2       7       8       7       3
Vardas661             Pavarde661                   3       4       1       5      10       3       6       2       8       2       9       9       2       8       9       8
Vardas662             Pavarde662                   4      10       8       2       3       9      10       2       2       5       3       6       5       3      10       1
Vardas663             Pavarde663                   7       7       3       9       3       5       2       6       2       6      10       5       1       5       5       5
Vardas664             Pavarde664                  10       3      10       7      10       4       4       4       6       9       1       3       3       2       6       8
Vardas665             Pavarde665                   5       8      10       5      10       3       7       5       2       3       9       4       9      10       5       9
Vardas666             Pavarde666                   1       8       9       4       3       5       6      10       5       9       4       8       2       8       1      10
Vardas667             Pavarde667                  10       6      10       6       3       3      10       3       2       1      10       1       1       4       2       3
Vardas668             Pavarde668                   1       8       5       7       7       6       3       4       6       5       8       9       5       9       2       2
Vardas669             Pavarde669                   5       7       9       2       6       6       4       6       6      10       9       7       8       9      10       7
Vardas670             Pavarde670                   8       4       9       4       7       3      10       1       6      10       5      10       9       8       8       9
Vardas671             Pavarde671                   5       1      10       1       5       9       7       6       6      10       4       9       6       3       3      10
Vardas672             Pavarde672                  10      10       9      10      10       5       1       4       8       9       2       9       1       9       2       2
Vardas673             Pavarde673                   5       9       2       9       8      10       4       9      10       1       4       5      10       3      10       6
Vardas674             Pavarde674                   8       9       3       8       3       5       7       8       6       8       1       8       8       5       6       6
Vardas675             Pavarde675                   4       5       5       3       6       1       1       9       1       9       4       3      10       9       8       8
Vardas676             Pavarde676                   1       7      10       1       4       9       8       9      10       8       5       7       6       7       5       5
Vardas677             Pavarde677                   7       7       6       9      10       3      10      10       8       1       1       6       8       2       8       6
Vardas678             Pavarde678                   2       4       5       4       7       6       6       9       1       2      10      10       4       9       6       3
Vardas679             Pavarde679                   5       6       2       5       4       9       2       9       3       5       2      10       7       5       2       5
Vardas680             Pavarde680                   3       3       8       9       2       4       3       5       4       3       8       3       6       7       5       4
Vardas681             Pavarde681                   3       3       5       5      10       1       9       1       1       9       9       2       3       8       9       1
Vardas682             Pavarde682                   3       2       4       6       8       8       2       4       3       7       3       4       5       2       7       2
Vardas683             Pavarde683                   1       5       8      10       6      10       7       8      10       7       8       2       7       7      10       8
Vardas684             Pavarde684                   2       9       9       3       8       1       7       3       5       1       6       4       3       6       4       3
Vardas685             Pavarde685                   4       7       8       4       1       5      10       4       1       9       8       4      10       9       8       2
Vardas686             Pavarde686                   6       2       5       3       2       9       1       9       8       5       9      10       4       2       9       5
Vardas687             Pavarde687                   3       7       8       1      10       2       8       2       3       1       4       5       6      10      10       3
Vardas688             Pavarde688                   8       5      10       2      10       3       3       4       9       6       3       6       3       6       4       8
Vardas689             Pavarde689                   5       9       5       9       1       6       4      10       9       2       6       2       8       7       4       9
Vardas690             Pavarde690                   9       4       5       5      10       1       1       3       1       7       7      10       2       1       8       9
Vardas691             Pavarde691                   7       6       4       5       1      10       7       6      10       2       4       5      10       5       6       9
Vardas692             Pavarde692                   7       6       8       4       2       6       6       4       7       9       3       6      10       8       4       8
Vardas693             Pavarde693                  10       7       6       2       6      10       3       2       2       3       6       8       4       8       9      10
Vardas694             Pavarde694                   3       3       9      10       4       3       8       2      10       1       6       1       2       2       9       1
Vardas695             Pavarde695                   3       6       7      10       6       5      10      10       2       4       3       7       4       7       6       3
Vardas696             Pavarde696                   8       5       6       8       8       2       9      10      10       7       9       1       3       7       9       5
Vardas697             Pavarde697                   4       6       7       9       1      10       1       8       5       6       7       5       9      10       2       4
Vardas698             Pavarde698                   9       9       5       3       7      10       7       8      10       5       8       4       4       6       6      10
Vardas699             Pavarde699                   8       1       5       9       7       8       2       5       5       8       7       3      10       7       4       8
Vardas700             Pavarde700                  10       3       9       4       4       5       6       7       6       2       5       2       3       2       5      10
Vardas701             Pavarde701                   1       2       1      10       4       1       4       6       6      10       7       7       6       6       3       6
Vardas702             Pavarde702                   9       6       6       9       1       5       5       6       3       9       1       5       5      10       7       7
Vardas703             Pavarde703                   8       7       2       1       2       4       6       1      10       8       3       5       2       8       5       9
Vardas704             Pavarde704                  10       8       6       1       8       3       8       7       1       1       5       7       3       3       3       3
Vardas705             Pavarde705                  10       5       8       8       9      10      10       5       3       2       3       9       8       2       2       5
Vardas706             Pavarde706                   4       2       7       1       3       7      10       3       3       4       6       5       8       9       7       2
Vardas707             Pavarde707                   1       7       5       5       7       3       9       9       5       4       3       2       3       3       3       5
Vardas708             Pavarde708                   4       3       2       2      10       3       2       2       9       4      10       5       1       3       2       1
Vardas709             Pavarde709                   5       1       5       8       1       3       2       1       6       2       3       7       2       4       7       8
Vardas710             Pavarde710                   1       4       2       3       2       1      10       2       1       4       8       2       7       6      10       6
Vardas711             Pavarde711                  10       3      10       1       3       7       4       2       4       3       7       2       5       8       9       4
Vardas712             Pavarde712                   4       3       3       3       5       9       2       3       6       8       9       7       6      10      10       3
Vardas713             Pavarde713                   6       5       5       7       1       6       8       2       9       1       7       1       7       1      10       9
Vardas714             Pavarde714                   9       9       7       2       8       5       8       1       3       8       1       4       6       2      10       5
Vardas715             Pavarde715                   6       2       3       3       7       4       5       2      10      10       1       3       1       8       9       1
Vardas716             Pavarde716                   2       2       6       3       9       5       7       3       9       1       4       8       4       7       9       3
Vardas717             Pavarde717                   8       4       9       8       8       7       2      10       9       6      10       7       2       8       2      10
Vardas718             Pavarde718                   1       5       6       4       9       3       1       5       7       1      10       3       4       3       8       8
Vardas719             Pavarde719                   8      10       9       4       7       5       6       4       8       9       2       6       7       3      10      10
Vardas720             Pavarde720                   3       9       9       8      10       3       9       7       7       4       2       2      10       2       5       3
Vardas721             Pavarde721                   6       7       8       8       9       1       6       1       6       1      10       5       4       8       6       4
Vardas722             Pavarde722                   5       1       8       9       7       2       7       5      10       5       7       1       9       8       5       7
Vardas723             Pavarde723                   5       1       2       4       8       1       1       4       8       3       4       6       6       6       7       2
Vardas724             Pavarde724                   4      10       5       9       6       5       3       6       5       7       3       1       2       9       6       9
Vardas725             Pavarde725                   8       2       9       8       5       8       8      10       6       3       9       3       2       2       3       8
Vardas726             Pavarde726                   4       9       3       8       5       2       9      10       4       1       5       7       2       9       5       1
Vardas727             Pavarde727                   7       5       2       5       4       3       3       6       2       4       5       9      10       4       3       3
Vardas728             Pavarde728                   1       3       4       7       5       9       8       4      10       2       1       8       7      10       3       3
Vardas729             Pavarde729                  10       6       1       6       5       4       6       9       3       4      10       8      10       2       7       3
Vardas730             Pavarde730                   4       4      10       3       7       3       8       3       2       6       5       9       2       3       1       5
Vardas731             Pavarde731                   9       7       6       7       8       1       8      10       3       5       8       2       8       6       1       8
Vardas732             Pavarde732                   5      10       1      10       7       7       2       4       7       6       1       7      10       2       2       8
Vardas733             Pavarde733                  10       4       5       9       1       2       3       7       2       2       5      10       7      10       6      10
Vardas734             Pavarde734                  10       4       7       3       5       1       8       8       6       7       8       8       3      10       4       4
Vardas735             Pavarde735                   8       8       6       2       5       8       9       5       5       6       1       2       2       8       8       8
Vardas736             Pavarde736                   2      10       2       9       2       2       7       3       9       2       3       9       1       6       4       9
Vardas737             Pavarde737                   1       2       5       2       5       1       6       9       2       6       8       9       7       6       8       8
Vardas738             Pavarde738                   3       8       8       6       2       8       1       6       4       2       5       8      10       3       8       2
Vardas739             Pavarde739                   1       4      10       3       6       3       1       7       4       9      10       2       7       3      10       5
Vardas740             Pavarde740                   7      10       6       1       2       2       4       6       3       6       5       3       3       5      10      10
Vardas741             Pavarde741                   6       2       1       5       8       7       7       9       7       6       4       2       9       4       4       4
Vardas742             Pavarde742                   8       2       6       1       4       2       8       4       6       8       7       9       6       3      10       5
Vardas743             Pavarde743                   1       6       3       5       2       5      10       8       6       9       9       4      10       9       2       4
Vardas744             Pavarde744                   9       5       1       3       3       9       2       7      10       2      10       9       5       7       9       3
Vardas745             Pavarde745                   3       8       9       8       2       6       5       7       2       1       9       9       8       3       8       9
Vardas746             Pavarde746                   1       8       9       4       1       5       5      10       3       1       1       9       5      10       1       7
Vardas747             Pavarde747                   9       1       7      10       2       1       3       1       8       6       8       7       3       6       9       5
Vardas748             Pavarde748                   3       6       4       9       8       8       2       1       4       3       6      10       3       5      10       5
Vardas749             Pavarde749                   9      10       5       5       4       2       8       4       3      10       8       1       7       9       2       2
Vardas750             Pavarde750                   6       8       3       5       3       5       4       8       5      10       6       9       1       8       5       6
Vardas751             Pavarde751                   3       9       3       4       2       5       4      10       6       4       5       9       7       5       5      10
Vardas752             Pavarde752                   9       9       8       3       9       1       6       7      10       8       1       1       9       5       7       3
Vardas753             Pavarde753                   3       9      10       6       2      10       1       5       8       5       1       6       1       7       4       3
Vardas754             Pavarde754                   3      10       2       4       2       8       2       2       8       4       4       6      10       5       6       3
Vardas755             Pavarde755                   2       2       3       2       5       3       1       6       9       1       4       4       9       4       4       1
Vardas756             Pavarde756                   7       4       2       2       2       9       4       6      10       5       4      10       6       5       4       1
Vardas757             Pavarde757                   4       3       2       8       5       5       7       1       3       6       9       8       1       5      10       6
Vardas758             Pavarde758                   2       4       8       9       7       8       7      10      10       8       2       4       1       4       2       9
Vardas759             Pavarde759                   4      10       1       3       7      10      10       3       7       3      10       2       9       5       6       7
Vardas760             Pavarde760                   9       2       8       2       2       1       4       5       9       9       4       8       9       1      10       4
Vardas761             Pavarde761                  10       9       8       1      10       9      10      10       3       6       7       2       9      10       9       8
Vardas762             Pavarde762                   2       9       9       2       7      10       4       5       8       4       1       8       1       6       4       2
Vardas763             Pavarde763                   7       8       3       1       4       5       4       6       3       7       4      10       3       3       8      10
Vardas764             Pavarde764                   4       5       3       9       6       6       3       3      10       5       6       7       8      10       3       5
Vardas765             Pavarde765                   1       1       9       7      10       2       1       6       3       8       5       6       3       7       7       1
Vardas766             Pavarde766                   9       6       7       8       8       8       3       5       5      10       9       5       2      10       9       9
Vardas767             Pavarde767                   3      10       6      10       4      10       9      10       9       3       7       6      10      10       3       1
Vardas768             Pavarde768                   1       9       8       4       9       2       3      10      10       9       3       5      10       8       8       6
Vardas769             Pavarde769                   3       2      10       4       7       1       9       2       9       8       9       5       5       8       6       4
Vardas770             Pavarde770                   7      10      10       8       4       4       4       5       8       5       7       6       1       7       7       2
Vardas771             Pavarde771                   4       5       1       1      10      10      10       7       1       2       5      10       1       3       4      10
Vardas772             Pavarde772                  10       9       5       1       7       1       7       2      10       3       4       2       6       3       7       8
Vardas773             Pavarde773                   2       2       5      10      10       6       8       3       7       8       5       4       2       2       8       9
Vardas774             Pavarde774                   1       5       1       2       4       6       4       6       1       9       1       2      10       5       9       7
Vardas775             Pavarde775                   5       4      10       4       3       8       6       3       4       3       8       6       5       1      10       2
Vardas776             Pavarde776                   2       9       7       3      10       2       4       9       1      10       9       6       2       8       5       7
Vardas777             Pavarde777                   8       6       8       1       8       7       6       7       6       1       1       5       7       1       5       3
Vardas778             Pavarde778                   3       1      10       6       7      10      10       4       1       9       3       1       7       8       8      10
Vardas779             Pavarde779                  10       8       7       8       5       3       9       1       1       7      10       2       6      10      10       5
Vardas780             Pavarde780                   1       5       6       2       4       6       5       1       1       1       6       2       8       2       8       2
Vardas781             Pavarde781                   9      10       9       9       8       9       5       1       8       1       1       9       1       4       1      10
Vardas782             Pavarde782                  10       5       7       6       1       9       3       9       2       7      10       3       6       2       6       1
Vardas783             Pavarde783                   7       6       5      10       2       2      10       6       6       2       9       1       3       7       2       5
Vardas784             Pavarde784                   1       1      10       5       1       4       2       5       9       6       4      10      10       2       1       3
Vardas785             Pavarde785                   1      10       8       3       8       1       7       7       8       7       3       7       3       4       3       5
Vardas786             Pavarde786                   4      10       1      10       8       3       3       5       4       1       5       2       6      10       9       5
Vardas787             Pavarde787                  10       5       7       2      10       8       2       7       8       9      10      10       6       2       6       1
Vardas788             Pavarde788                   9       1       7      10      10       6       3       4       2       4      10       4       9       1       1       8
Vardas789             Pavarde789                   8       2       2      10       9       8       6       3       2       7       4       5       9       6       3       2
Vardas790             Pavarde790                   5       4       5       4       4      10       3       6       8       4       8       7       9       6       5       7
Vardas791             Pavarde791                   9       6       7       3       5       2      10       5       5       1       2       9       6      10       6       7
Vardas792             Pavarde792                   8       2      10       1       9       7       7       4       9       6       5       9       1       3       7       5
Vardas793             Pavarde793                   9       1       6       3       3       2      10       5      10       5       7       7       7       1      10       1
Vardas794             Pavarde794                  10       5       1       7      10       2       4       5       5       5       8       3       4       9       1       4
Vardas795             Pavarde795                   6      10       2       7       3       2       9       8       8      10       1       8       7       4      10       2
Vardas796             Pavarde796                   7       2       4       4       4       3       8      10      10       8       2       3       1       8       7       2
Vardas797             Pavarde797                   5       1       9       6       4       3       9       1       1       8       7       3       6       5      10       1
Vardas798             Pavarde798                   9       1      10       6       1       7       3       3       3       6       3       1       6       3       6       6
Vardas799             Pavarde799                   3       7      10       1       3       1       5       8       1       2       6       1       8      10      10       8
Vardas800             Pavarde800                   7       3       6       8       4       6       9       6       2       4       8       9      10       6      10      10
Vardas801             Pavarde801                   9       2       4       2       8       2       6       7      10       6       5       1       8       6       2       6
Vardas802             Pavarde802                   8       8       1       2       8       8       5       8       6       7       6       2      10       8       9       6
Vardas803             Pavarde803                   6       1       3       3      10      10       3       7       8       8       2      10       3       5       4       7
Vardas804             Pavarde804                   2       2       8       1       6       2       2       9       9       5       8       6       2       9       7       2
Vardas805             Pavarde805                   3       3       9      10       1       2       1       2       7       4       1       6       2       2      10       1
Vardas806             Pavarde806                   8       7       1       8       7       7       6       3       1       1       4       1       8       7      10       1
Vardas807             Pavarde807                   2      10       2       5       4       6       8       9       1       6       7       9       9       2       5       8
Vardas808             Pavarde808                   3       5       3       5       8      10       1       7       3       4       8       8       7       8       5       6
Vardas809             Pavarde809                   1       5       2       1       9       5       8       3      10       1       4      10       1       3       7       5
Vardas810             Pavarde810                  10      10       3       4       5       2       3       2       8       3       9       1       2       2       1       1
Vardas811             Pavarde811                   3       3       1       6       8       3       6       3       2       2       1       7       1       1       2       2
Vardas812             Pavarde812                   6       3       3       9       9       3       4      10       1       3      10       1       8       5       8       2
Vardas813             Pavarde813                   9       7       4      10       3       5      10       6       1       7       5       9       6       6       5       8
Vardas814             Pavarde814                   9       4       8      10       9       5       3       2       7       3       7       9       1       8       1       4
Vardas815             Pavarde815                   7       2       2       9       9       8       7       3       8       2       7       8       3       6       9       3
Vardas816             Pavarde816                   1       3       3       9       2       8       4       8      10       8       6       5       2       1       2       4
Vardas817             Pavarde817                   3       2       8       2       4       3       7       3       1       2       9      10       9       5       8       9
Vardas818             Pavarde818                  10       4       3       4       5       4       7       5      10       5       5       6       7       2       2       9
Vardas819             Pavarde819                   3       2       1       9       2       7      10       4       4       8       4       6       2      10       3       6
Vardas820             Pavarde820                   6       4       1       2      10       5      10       1      10      10       6       3       9       1       8       6
Vardas821             Pavarde821                  10       8       1       9       3       5       1       8       1       5       6       6       2       3       2       7
Vardas822             Pavarde822                   6       6       1       6      10       6      10       1       9       3       4       1       7       7       2       7
Vardas823             Pavarde823                   5       5       4      10       4       2       8       1       5       2       1       4       4       6       3       2
Vardas824             Pavarde824                   3       9       4       2       5       3       8      10       5       9       8       7       4       3      10       2
Vardas825             Pavarde825                   6       8       8       2       9       8       4       8       9       8       6       5       1       1       8       2
Vardas826             Pavarde826                   4      10       3       4      10       9      10       6      10       7       7       8       6       3       6       2
Vardas827             Pavarde827                   3       3      10       1       9      10      10       6       5      10       1      10       1       5       1       4
Vardas828             Pavarde828                   4       7       3       2       9       6       2       8       2       9       9       1       1       6       8       2
Vardas829             Pavarde829                   4       5       8       8       8       7       5       2       5       9       7       1      10       6       5       2
Vardas830             Pavarde830                   3       4       4       1       7       1       3       3       3       5       2       6       2       7       3       7
Vardas831             Pavarde831                   4       3      10       7       6       4       3       1       4       2      10       4       4       2       4       5
Vardas832             Pavarde832                   1       4       8       2       8       5       5       4      10       5       5       8      10      10       3       8
Vardas833             Pavarde833                  10       6       5       9       7       4       2       6       5       2       5       9       6       2       3       4
Vardas834             Pavarde834                   4       9       7      10       2       5       9      10       1       9       6       3       7       3       1       9
Vardas835             Pavarde835                   4      10       3       3       9       7       3       1       6      10       6       7       7       9       7       2
Vardas836             Pavarde836                   8       9       1       6       1       9       6       6       6       4       9       5      10       2       2       8
Vardas837             Pavarde837                   7       8       7       8       4       6       7       2       7       9       2       6       2       4      10       5
Vardas838             Pavarde838                   7       3      10      10       3       8       2       6       7       4       6       3       8       1       1       4
Vardas839             Pavarde839                   2       5       3      10       8       9       8       9       9       2       6       9       9       8       8       3
Vardas840             Pavarde840                   2       7       5       8       1      10       6       7       3       4       8       2      10       5       9       5
Vardas841             Pavarde841                  10       8       4       5       9       2       6       1       6       9       5       6       7      10       9       1
Vardas842             Pavarde842                   9       2      10       3       5       8       3       8      10       4       1       2       4       7       2       1
Vardas843             Pavarde843                   8       2       6       5       8       8       1       8       4       2       8       1       5       5       2       2
Vardas844             Pavarde844                   3       3       9       7       1       4       7       9       2       9       8      10      10      10       7       5
Vardas845             Pavarde845                   7       9       1       5       4       9      10       1       7       1      10       2       8       5       3       6
Vardas846             Pavarde846                   6       3       3       2       3       5       4       9       8       2       5       7       5       6       1       8
Vardas847             Pavarde847                   2       5       3       1       1       3       9       5       1      10       2       4       1       3       5       2
Vardas848             Pavarde848                  10       7       4       6       4       6       1       5       4       8      10       7       8       7       9       7
Vardas849             Pavarde849                  10       9       4       5       7       6       1       4       5       4       5       1      10       9       5      10
Vardas850             Pavarde850                   9       8       3       7       9      10       9       1       4       1       8       6      10       7       4       1
Vardas851             Pavarde851                   3       5       1       1       5       8       9       5       3       8       9       6       6       1       7       7
Vardas852             Pavarde852                   4       3       8       2       1       2       6       8       6      10       5       2       7       1       7       7
Vardas853             Pavarde853                   1       5       1       1       8       9       1       5       5       2       4       4       9       3       7       6
Vardas854             Pavarde854                   6       2       8       2       8       1       8       8       1       5       1       9       7       6       9       5
Vardas855             Pavarde855                   1       9       8       4       2       5       8       7       7       9      10       5      10       9       1      10
Vardas856             Pavarde856                   6       1       8       6       3       2       5      10       5       6       5      10       9       9       7       7
Vardas857             Pavarde857                   7       9       5       2       2       3       8       4       5      10       2      10       2       2       5       6
Vardas858             Pavarde858                   9       6       2       5       4       6       3       3       1       1       3       3       7       4       1       3
Vardas859             Pavarde859                   4       2       8       5       4       3       2       4       9       6       1      10       9      10       9      10
Vardas860             Pavarde860                  10       6       2       7       3       8       7       8      10       2       3      10       9       8       3      10
Vardas861             Pavarde861                   6       3       4       5       2       4       3       2       2       2      10       4       4      10       6       5
Vardas862             Pavarde862                   5       9       7       1       5       9       3      10       8       6       3       7       2       1       3       4
Vardas863             Pavarde863                   5       3       3       8       7       7       8       8       5       1       9       3       6       4       8       2
Vardas864             Pavarde864                   2       9       3       5      10       1       4       3       1       4       8       7       1       2       4       8
Vardas865             Pavarde865                   9       7       7       5       5       3       8      10      10       1       7       4       2       7       1       8
Vardas866             Pavarde866                  10       9       2       4       4       1      10       3       5       1       8      10       3       9       2      10
Vardas867             Pavarde867                  10       9       4       5       1       3       9       2       4      10       5       7       3       3       7       6
Vardas868             Pavarde868                   6       5       1       9       9      10       1       4       4       3       6       9       1       1       9       7
Vardas869             Pavarde869                   5       9      10       1       1       6       5       2       4       1       4       8       5      10      10       6
Vardas870             Pavarde870                  10       4       5       4       7       7       6      10       7       9       6       4       9       2       9       2
Vardas871             Pavarde871                   1       7       2       2       5       4       9       1       3       9       4       5       5       7       3       5
Vardas872             Pavarde872                   2       9       1       5       7       5       5       3       7       6       1       5       8       4       7      10
Vardas873             Pavarde873                   2       5       9       8       1       2       7       8       3       1       5       3       2       4       6      10
Vardas874             Pavarde874                   2       3       4       2       5       5       4       5      10       1       5       8       2       9      10       2
Vardas875             Pavarde875                   5       9       2       4       7       7       7       1       8       6       4       6       4       7       5       7
Vardas876             Pavarde876                  10       2      10       7       6       8       6       7       2      10       6       1       9       1       8       3
Vardas877             Pavarde877                  10       4       8       6       7       9       9       6       9       4       6       2       1       1       4       1
Vardas878             Pavarde878                   9       9       2       9       5       1       8       4       3       2       5       3       9       8       1       2
Vardas879             Pavarde879                   2       8       7       4       7       6      10      10       5       9       8       1       2       4      10       1
Vardas880             Pavarde880                  10       5       3       5       1       5       5       1       5       9       9       5       6      10       7      10
Vardas881             Pavarde881                   3       3       5      10       9       4       8       3       9       2       7       1       7       8       3       4
Vardas882             Pavarde882                   9       1       2       2       4       4       7       9       7       7      10       9       2       2       7      10
Vardas883             Pavarde883                   8      10       8       6       1       4       7       3       1       7       8       1       2       2       8       2
Vardas884             Pavarde884                   4       9      10       6       1       2       9       3       4       5       3      10       5       5      10       7
Vardas885             Pavarde885                   4       7       3       1       7       8       8       7       4       3       8      10       5       2       2       8
Vardas886             Pavarde886                  10       6       6       3       1       7       7       3       1       1       5       1      10       2       8       1
Vardas887             Pavarde887                   1       4       2       2       1       5       2       4       8       9       6       1       4       1       3       2
Vardas888             Pavarde888                   3       7       9       8       9       5       8       7       3      10       6       4       9       4       7       3
Vardas889             Pavarde889                   2       3       2       9       1       4       4       2       7       8      10       7       3       2       8       8
Vardas890             Pavarde890                   8       1       2       2       9       7       3       7       7       8       3       1       6       6       7       8
Vardas891             Pavarde891                   2       5       6       3      10       2       4       7       2       7       7       8       4       7       5      10
Vardas892             Pavarde892                   2       8       4       1       7       8       7       1       1       1       2       5       5       6       8       3
Vardas893             Pavarde893                   5       6       2      10      10       5       3       2       8       7       4       4       3       1       4       9
Vardas894             Pavarde894                   5       2       1       5       9       8       7       6       7       8       6       3      10       7       3       9
Vardas895             Pavarde895                   7      10      10       2      10      10       6       4       7      10       9      10       9       9       1       1
Vardas896             Pavarde896                  10       9      10       3       4       6       3       6       9       5       5       9       2       2       9       8
Vardas897             Pavarde897                   6       4       3       2       2       6       1       4       2       9       9       2       5       4       7       6
Vardas898             Pavarde898                   3       2       4      10       1       8       7       2      10       1       4       8      10       8       8       1
Vardas899             Pavarde899                   5       3      10       2       3       9       1       7       4      10       8       9       7       3       5       7
Vardas900             Pavarde900                   8       3      10       2       4       5       3      10       5      10       1       3       6       8       9       2
Vardas901             Pavarde901                   7       4       6       7       4      10       2      10       7       8       2       1      10       4       9       1
Vardas902             Pavarde902                   1       5       7       8       9      10       2       9      10      10       3       5       6       1       4      10
Vardas903             Pavarde903                   1       6       7       6       9       3       3       8       4       2       4       5       4      10       6       8
Vardas904             Pavarde904                   4       8       3       1       7       3       7       2       8       6      10       9       2      10       5       8
Vardas905             Pavarde905                   9       1      10      10       5       3       2       3      10       2       8       4       3       1      10       5
